movement_code,movement_name,equipment,movement_pattern,difficulty,standard_name,easier_name,primary_cue,easier_cue,setup_cue,space_requirement,video_brief,variant,motion_source,driving_video_path,reference_image_path,output_path,status,attempt_count,qc_status
BAR_HINGE_ROW,Bar Hinge to Row,bar,combo,2,Bar Hinge to Row,Small Hinge to Row,"Hinge, hold your position, then row to the lower ribs.",Use a smaller hinge and lighter pull.,"Stand on the cords with arms long, then hinge into a comfortable position.",small,Show side three-quarter angle. Keep the trunk steady while rowing.,standard,motion/source/bar_hinge_row_standard.fbx,motion/processed/bar_hinge_row_standard_driving.mp4,presenter/presenter.png,media/bar/bar_hinge_row/standard_v1.mp4,pending,0,pending
BAR_HINGE_ROW,Bar Hinge to Row,bar,combo,2,Bar Hinge to Row,Small Hinge to Row,"Hinge, hold your position, then row to the lower ribs.",Use a smaller hinge and lighter pull.,"Stand on the cords with arms long, then hinge into a comfortable position.",small,Show side three-quarter angle. Keep the trunk steady while rowing.,easier,motion/source/bar_hinge_row_easier.fbx,motion/processed/bar_hinge_row_easier_driving.mp4,presenter/presenter.png,media/bar/bar_hinge_row/easier_v1.mp4,pending,0,pending
BAR_ROW,Bar Row,bar,pull,1,Bar Row,More Upright Bar Row,Hinge slightly and pull the bar toward your lower ribs.,Stand a little taller to reduce the load.,"Stand on the cords, soften the knees and hinge slightly with arms long.",small,Show front three-quarter angle. Pull to lower ribs without shrugging.,standard,motion/source/bar_row_standard.fbx,motion/processed/bar_row_standard_driving.mp4,presenter/presenter.png,media/bar/bar_row/standard_v1.mp4,pending,0,pending
BAR_ROW,Bar Row,bar,pull,1,Bar Row,More Upright Bar Row,Hinge slightly and pull the bar toward your lower ribs.,Stand a little taller to reduce the load.,"Stand on the cords, soften the knees and hinge slightly with arms long.",small,Show front three-quarter angle. Pull to lower ribs without shrugging.,easier,motion/source/bar_row_easier.fbx,motion/processed/bar_row_easier_driving.mp4,presenter/presenter.png,media/bar/bar_row/easier_v1.mp4,pending,0,pending
BAR_SQUAT,Bar Squat,bar,squat,1,Bar Squat,Shallow Bar Squat,Sit back and stand tall. Keep the bar close.,Use a smaller range and stay smooth.,Stand evenly on the resistance cords with the bar held comfortably at the front of the shoulders.,small,"Show setup first, then 3 controlled reps from a front three-quarter angle. Keep the bar below chin height.",standard,motion/source/bar_squat_standard.fbx,motion/processed/bar_squat_standard_driving.mp4,presenter/presenter.png,media/bar/bar_squat/standard_v1.mp4,pending,0,pending
BAR_SQUAT,Bar Squat,bar,squat,1,Bar Squat,Shallow Bar Squat,Sit back and stand tall. Keep the bar close.,Use a smaller range and stay smooth.,Stand evenly on the resistance cords with the bar held comfortably at the front of the shoulders.,small,"Show setup first, then 3 controlled reps from a front three-quarter angle. Keep the bar below chin height.",easier,motion/source/bar_squat_easier.fbx,motion/processed/bar_squat_easier_driving.mp4,presenter/presenter.png,media/bar/bar_squat/easier_v1.mp4,pending,0,pending
BAR_SQUAT_CURL,Bar Squat to Curl,bar,combo,2,Bar Squat to Curl,Shallow Squat to Curl,"Squat first. Stand tall, then curl the bar.",Use a shallow squat and a controlled curl.,Stand evenly on the cords with the bar at thigh level.,small,Show full body front three-quarter angle. Separate the squat and curl clearly.,standard,motion/source/bar_squat_curl_standard.fbx,motion/processed/bar_squat_curl_standard_driving.mp4,presenter/presenter.png,media/bar/bar_squat_curl/standard_v1.mp4,pending,0,pending
BAR_SQUAT_CURL,Bar Squat to Curl,bar,combo,2,Bar Squat to Curl,Shallow Squat to Curl,"Squat first. Stand tall, then curl the bar.",Use a shallow squat and a controlled curl.,Stand evenly on the cords with the bar at thigh level.,small,Show full body front three-quarter angle. Separate the squat and curl clearly.,easier,motion/source/bar_squat_curl_easier.fbx,motion/processed/bar_squat_curl_easier_driving.mp4,presenter/presenter.png,media/bar/bar_squat_curl/easier_v1.mp4,pending,0,pending
BW_ARM_SWEEP,Arm Sweep,bodyweight,shoulder,1,Arm Sweep,Small Arm Sweep,Sweep the arms back and down while gently opening the chest.,Keep the movement below shoulder height.,Stand tall with arms relaxed by the sides.,small,Show front view with slow controlled arm sweeps.,standard,motion/source/bw_arm_sweep_standard.fbx,motion/processed/bw_arm_sweep_standard_driving.mp4,presenter/presenter.png,media/bodyweight/bw_arm_sweep/standard_v1.mp4,pending,0,pending
BW_ARM_SWEEP,Arm Sweep,bodyweight,shoulder,1,Arm Sweep,Small Arm Sweep,Sweep the arms back and down while gently opening the chest.,Keep the movement below shoulder height.,Stand tall with arms relaxed by the sides.,small,Show front view with slow controlled arm sweeps.,easier,motion/source/bw_arm_sweep_easier.fbx,motion/processed/bw_arm_sweep_easier_driving.mp4,presenter/presenter.png,media/bodyweight/bw_arm_sweep/easier_v1.mp4,pending,0,pending
BW_CALF_RAISE,Calf Raise,bodyweight,lower_leg,1,Calf Raise,Small Calf Raise,"Rise onto your toes, pause, then lower slowly.",Use a smaller lift and steady balance.,Stand tall with feet parallel on stable ground.,small,Show side three-quarter angle.,standard,motion/source/bw_calf_raise_standard.fbx,motion/processed/bw_calf_raise_standard_driving.mp4,presenter/presenter.png,media/bodyweight/bw_calf_raise/standard_v1.mp4,pending,0,pending
BW_CALF_RAISE,Calf Raise,bodyweight,lower_leg,1,Calf Raise,Small Calf Raise,"Rise onto your toes, pause, then lower slowly.",Use a smaller lift and steady balance.,Stand tall with feet parallel on stable ground.,small,Show side three-quarter angle.,easier,motion/source/bw_calf_raise_easier.fbx,motion/processed/bw_calf_raise_easier_driving.mp4,presenter/presenter.png,media/bodyweight/bw_calf_raise/easier_v1.mp4,pending,0,pending
BW_HEEL_TOE_ROCK,Heel-Toe Rock,bodyweight,lower_leg,1,Heel-Toe Rock,Small Heel-Toe Rock,Rock from heels to toes smoothly without rushing.,Use a smaller shift and keep balance steady.,Stand tall with feet parallel and knees soft.,small,Show side view with smooth ankle movement.,standard,motion/source/bw_heel_toe_rock_standard.fbx,motion/processed/bw_heel_toe_rock_standard_driving.mp4,presenter/presenter.png,media/bodyweight/bw_heel_toe_rock/standard_v1.mp4,pending,0,pending
BW_HEEL_TOE_ROCK,Heel-Toe Rock,bodyweight,lower_leg,1,Heel-Toe Rock,Small Heel-Toe Rock,Rock from heels to toes smoothly without rushing.,Use a smaller shift and keep balance steady.,Stand tall with feet parallel and knees soft.,small,Show side view with smooth ankle movement.,easier,motion/source/bw_heel_toe_rock_easier.fbx,motion/processed/bw_heel_toe_rock_easier_driving.mp4,presenter/presenter.png,media/bodyweight/bw_heel_toe_rock/easier_v1.mp4,pending,0,pending
BW_HINGE,Bodyweight Hinge,bodyweight,hinge,1,Bodyweight Hinge,Short-Range Hinge,Push hips back and keep your spine long.,Use a smaller hinge and soft knees.,Stand tall with feet hip-width and hands lightly on the hips.,small,Show side three-quarter angle.,standard,motion/source/bw_hinge_standard.fbx,motion/processed/bw_hinge_standard_driving.mp4,presenter/presenter.png,media/bodyweight/bw_hinge/standard_v1.mp4,pending,0,pending
BW_HINGE,Bodyweight Hinge,bodyweight,hinge,1,Bodyweight Hinge,Short-Range Hinge,Push hips back and keep your spine long.,Use a smaller hinge and soft knees.,Stand tall with feet hip-width and hands lightly on the hips.,small,Show side three-quarter angle.,easier,motion/source/bw_hinge_easier.fbx,motion/processed/bw_hinge_easier_driving.mp4,presenter/presenter.png,media/bodyweight/bw_hinge/easier_v1.mp4,pending,0,pending
BW_LATERAL_STEP,Side Step,bodyweight,lateral,1,Side Step,Side Tap,Take controlled side steps and stay tall.,Tap out to the side without travelling.,Stand with clear space to both sides.,medium,Show front view with two steps each direction.,standard,motion/source/bw_lateral_step_standard.fbx,motion/processed/bw_lateral_step_standard_driving.mp4,presenter/presenter.png,media/bodyweight/bw_lateral_step/standard_v1.mp4,pending,0,pending
BW_LATERAL_STEP,Side Step,bodyweight,lateral,1,Side Step,Side Tap,Take controlled side steps and stay tall.,Tap out to the side without travelling.,Stand with clear space to both sides.,medium,Show front view with two steps each direction.,easier,motion/source/bw_lateral_step_easier.fbx,motion/processed/bw_lateral_step_easier_driving.mp4,presenter/presenter.png,media/bodyweight/bw_lateral_step/easier_v1.mp4,pending,0,pending
BW_MARCH,Standing March,bodyweight,locomotion,1,Standing March,Low March,Stand tall and alternate knees at a steady pace.,Lift the feet only slightly.,Stand tall with clear space around your feet.,small,Show front view with controlled rhythm.,standard,motion/source/bw_march_standard.fbx,motion/processed/bw_march_standard_driving.mp4,presenter/presenter.png,media/bodyweight/bw_march/standard_v1.mp4,pending,0,pending
BW_MARCH,Standing March,bodyweight,locomotion,1,Standing March,Low March,Stand tall and alternate knees at a steady pace.,Lift the feet only slightly.,Stand tall with clear space around your feet.,small,Show front view with controlled rhythm.,easier,motion/source/bw_march_easier.fbx,motion/processed/bw_march_easier_driving.mp4,presenter/presenter.png,media/bodyweight/bw_march/easier_v1.mp4,pending,0,pending
BW_SIDE_REACH,Standing Side Reach,bodyweight,lateral,1,Standing Side Reach,Small Side Reach,Reach one arm down the side and return tall before changing sides.,Use a shorter comfortable reach.,Stand tall with feet slightly wider than hip-width.,small,Show front view alternating sides.,standard,motion/source/bw_side_reach_standard.fbx,motion/processed/bw_side_reach_standard_driving.mp4,presenter/presenter.png,media/bodyweight/bw_side_reach/standard_v1.mp4,pending,0,pending
BW_SIDE_REACH,Standing Side Reach,bodyweight,lateral,1,Standing Side Reach,Small Side Reach,Reach one arm down the side and return tall before changing sides.,Use a shorter comfortable reach.,Stand tall with feet slightly wider than hip-width.,small,Show front view alternating sides.,easier,motion/source/bw_side_reach_easier.fbx,motion/processed/bw_side_reach_easier_driving.mp4,presenter/presenter.png,media/bodyweight/bw_side_reach/easier_v1.mp4,pending,0,pending
BW_SPLIT_SHIFT,Split-Stance Weight Shift,bodyweight,locomotion,1,Split-Stance Weight Shift,Small Split-Stance Shift,Shift weight forward and back without letting the front knee collapse inward.,Use a shorter stance and smaller shift.,Take a comfortable staggered stance with both feet planted.,small,Show side three-quarter angle then change lead leg.,standard,motion/source/bw_split_shift_standard.fbx,motion/processed/bw_split_shift_standard_driving.mp4,presenter/presenter.png,media/bodyweight/bw_split_shift/standard_v1.mp4,pending,0,pending
BW_SPLIT_SHIFT,Split-Stance Weight Shift,bodyweight,locomotion,1,Split-Stance Weight Shift,Small Split-Stance Shift,Shift weight forward and back without letting the front knee collapse inward.,Use a shorter stance and smaller shift.,Take a comfortable staggered stance with both feet planted.,small,Show side three-quarter angle then change lead leg.,easier,motion/source/bw_split_shift_easier.fbx,motion/processed/bw_split_shift_easier_driving.mp4,presenter/presenter.png,media/bodyweight/bw_split_shift/easier_v1.mp4,pending,0,pending
BW_SQUAT,Bodyweight Squat,bodyweight,squat,1,Bodyweight Squat,Shallow Squat,Sit back to a comfortable depth and stand tall.,Use a smaller range and move slowly.,Stand with feet about hip-width on stable ground.,small,Show full-body front three-quarter angle.,standard,motion/source/bw_squat_standard.fbx,motion/processed/bw_squat_standard_driving.mp4,presenter/presenter.png,media/bodyweight/bw_squat/standard_v1.mp4,pending,0,pending
BW_SQUAT,Bodyweight Squat,bodyweight,squat,1,Bodyweight Squat,Shallow Squat,Sit back to a comfortable depth and stand tall.,Use a smaller range and move slowly.,Stand with feet about hip-width on stable ground.,small,Show full-body front three-quarter angle.,easier,motion/source/bw_squat_easier.fbx,motion/processed/bw_squat_easier_driving.mp4,presenter/presenter.png,media/bodyweight/bw_squat/easier_v1.mp4,pending,0,pending
BW_SQUAT_REACH,Squat to Forward Reach,bodyweight,combo,2,Squat to Forward Reach,Shallow Squat to Reach,"Squat, stand, then reach forward at chest height.",Use a shallow squat and shorter reach.,Stand with feet about hip-width and arms relaxed.,small,Show full body front three-quarter angle.,standard,motion/source/bw_squat_reach_standard.fbx,motion/processed/bw_squat_reach_standard_driving.mp4,presenter/presenter.png,media/bodyweight/bw_squat_reach/standard_v1.mp4,pending,0,pending
BW_SQUAT_REACH,Squat to Forward Reach,bodyweight,combo,2,Squat to Forward Reach,Shallow Squat to Reach,"Squat, stand, then reach forward at chest height.",Use a shallow squat and shorter reach.,Stand with feet about hip-width and arms relaxed.,small,Show full body front three-quarter angle.,easier,motion/source/bw_squat_reach_easier.fbx,motion/processed/bw_squat_reach_easier_driving.mp4,presenter/presenter.png,media/bodyweight/bw_squat_reach/easier_v1.mp4,pending,0,pending
BW_STEP_BACK,Step Back,bodyweight,locomotion,1,Step Back,Toe Tap Back,"Step one foot back lightly, return, then change sides.",Tap back without shifting far.,Stand tall with clear space behind you.,small,Show side three-quarter angle alternating feet.,standard,motion/source/bw_step_back_standard.fbx,motion/processed/bw_step_back_standard_driving.mp4,presenter/presenter.png,media/bodyweight/bw_step_back/standard_v1.mp4,pending,0,pending
BW_STEP_BACK,Step Back,bodyweight,locomotion,1,Step Back,Toe Tap Back,"Step one foot back lightly, return, then change sides.",Tap back without shifting far.,Stand tall with clear space behind you.,small,Show side three-quarter angle alternating feet.,easier,motion/source/bw_step_back_easier.fbx,motion/processed/bw_step_back_easier_driving.mp4,presenter/presenter.png,media/bodyweight/bw_step_back/easier_v1.mp4,pending,0,pending
BW_THORACIC_ROTATION,Standing Rotation,bodyweight,rotation,1,Standing Rotation,Small Standing Rotation,Rotate through your upper back while keeping hips mostly forward.,Use a smaller comfortable turn.,Stand tall with arms folded lightly across the chest.,small,"Show front three-quarter angle, alternating directions.",standard,motion/source/bw_thoracic_rotation_standard.fbx,motion/processed/bw_thoracic_rotation_standard_driving.mp4,presenter/presenter.png,media/bodyweight/bw_thoracic_rotation/standard_v1.mp4,pending,0,pending
BW_THORACIC_ROTATION,Standing Rotation,bodyweight,rotation,1,Standing Rotation,Small Standing Rotation,Rotate through your upper back while keeping hips mostly forward.,Use a smaller comfortable turn.,Stand tall with arms folded lightly across the chest.,small,"Show front three-quarter angle, alternating directions.",easier,motion/source/bw_thoracic_rotation_easier.fbx,motion/processed/bw_thoracic_rotation_easier_driving.mp4,presenter/presenter.png,media/bodyweight/bw_thoracic_rotation/easier_v1.mp4,pending,0,pending
HB_CALF_RAISE,Handle Band Calf Raise,handle_band,lower_leg,1,Handle Band Calf Raise,Small Band Calf Raise,"Rise onto your toes, pause, and lower slowly.",Use a smaller lift and keep your balance steady.,Stand on the centre of the tube with handles held near the shoulders.,small,Show side angle. Keep body tall and move through the ankles.,standard,motion/source/hb_calf_raise_standard.fbx,motion/processed/hb_calf_raise_standard_driving.mp4,presenter/presenter.png,media/handle_band/hb_calf_raise/standard_v1.mp4,pending,0,pending
HB_CALF_RAISE,Handle Band Calf Raise,handle_band,lower_leg,1,Handle Band Calf Raise,Small Band Calf Raise,"Rise onto your toes, pause, and lower slowly.",Use a smaller lift and keep your balance steady.,Stand on the centre of the tube with handles held near the shoulders.,small,Show side angle. Keep body tall and move through the ankles.,easier,motion/source/hb_calf_raise_easier.fbx,motion/processed/hb_calf_raise_easier_driving.mp4,presenter/presenter.png,media/handle_band/hb_calf_raise/easier_v1.mp4,pending,0,pending
HB_CHEST_PRESS,Handle Band Chest Press,handle_band,push,2,Handle Band Chest Press,Short-Range Chest Press,Press forward smoothly and keep ribs stacked.,Use a shorter press and keep tension comfortable.,"Place the sleeved tube across the upper back, one handle in each hand, elbows slightly below shoulder height.",small,"Show front three-quarter angle. Tube stays across upper back, not the neck.",standard,motion/source/hb_chest_press_standard.fbx,motion/processed/hb_chest_press_standard_driving.mp4,presenter/presenter.png,media/handle_band/hb_chest_press/standard_v1.mp4,pending,0,pending
HB_CHEST_PRESS,Handle Band Chest Press,handle_band,push,2,Handle Band Chest Press,Short-Range Chest Press,Press forward smoothly and keep ribs stacked.,Use a shorter press and keep tension comfortable.,"Place the sleeved tube across the upper back, one handle in each hand, elbows slightly below shoulder height.",small,"Show front three-quarter angle. Tube stays across upper back, not the neck.",easier,motion/source/hb_chest_press_easier.fbx,motion/processed/hb_chest_press_easier_driving.mp4,presenter/presenter.png,media/handle_band/hb_chest_press/easier_v1.mp4,pending,0,pending
HB_CURL,Handle Band Curl,handle_band,pull,1,Handle Band Curl,Short-Range Band Curl,Keep elbows close and curl without leaning back.,Use a smaller range and keep the torso still.,Stand on the centre of the tube with handles at the sides.,small,Show front view. Keep wrists neutral and elbows close.,standard,motion/source/hb_curl_standard.fbx,motion/processed/hb_curl_standard_driving.mp4,presenter/presenter.png,media/handle_band/hb_curl/standard_v1.mp4,pending,0,pending
HB_CURL,Handle Band Curl,handle_band,pull,1,Handle Band Curl,Short-Range Band Curl,Keep elbows close and curl without leaning back.,Use a smaller range and keep the torso still.,Stand on the centre of the tube with handles at the sides.,small,Show front view. Keep wrists neutral and elbows close.,easier,motion/source/hb_curl_easier.fbx,motion/processed/hb_curl_easier_driving.mp4,presenter/presenter.png,media/handle_band/hb_curl/easier_v1.mp4,pending,0,pending
HB_FRONT_RAISE,Handle Band Front Raise,handle_band,shoulder,2,Handle Band Front Raise,Low Band Front Raise,Lift to comfortable chest height without leaning back.,Lift only part way and stay tall.,Stand on the centre of the tube with handles in front of the thighs.,small,Show front view. Stop below shoulder height.,standard,motion/source/hb_front_raise_standard.fbx,motion/processed/hb_front_raise_standard_driving.mp4,presenter/presenter.png,media/handle_band/hb_front_raise/standard_v1.mp4,pending,0,pending
HB_FRONT_RAISE,Handle Band Front Raise,handle_band,shoulder,2,Handle Band Front Raise,Low Band Front Raise,Lift to comfortable chest height without leaning back.,Lift only part way and stay tall.,Stand on the centre of the tube with handles in front of the thighs.,small,Show front view. Stop below shoulder height.,easier,motion/source/hb_front_raise_easier.fbx,motion/processed/hb_front_raise_easier_driving.mp4,presenter/presenter.png,media/handle_band/hb_front_raise/easier_v1.mp4,pending,0,pending
HB_HINGE,Handle Band Hinge,handle_band,hinge,1,Handle Band Hinge,Short-Range Band Hinge,Push hips back and keep your spine long.,Hinge only as far as you can control.,Stand on the centre of the tube and hold the handles beside the thighs.,small,Show side three-quarter angle. Hips travel back while handles stay close.,standard,motion/source/hb_hinge_standard.fbx,motion/processed/hb_hinge_standard_driving.mp4,presenter/presenter.png,media/handle_band/hb_hinge/standard_v1.mp4,pending,0,pending
HB_HINGE,Handle Band Hinge,handle_band,hinge,1,Handle Band Hinge,Short-Range Band Hinge,Push hips back and keep your spine long.,Hinge only as far as you can control.,Stand on the centre of the tube and hold the handles beside the thighs.,small,Show side three-quarter angle. Hips travel back while handles stay close.,easier,motion/source/hb_hinge_easier.fbx,motion/processed/hb_hinge_easier_driving.mp4,presenter/presenter.png,media/handle_band/hb_hinge/easier_v1.mp4,pending,0,pending
HB_HINGE_ROW,Handle Band Hinge to Row,handle_band,combo,2,Handle Band Hinge to Row,Small Hinge to Row,"Hinge, hold your position, then pull to the ribs.",Use a smaller hinge and lighter pull.,Stand on the centre of the tube with arms long before hinging.,small,Show side three-quarter angle. Keep trunk steady during the row.,standard,motion/source/hb_hinge_row_standard.fbx,motion/processed/hb_hinge_row_standard_driving.mp4,presenter/presenter.png,media/handle_band/hb_hinge_row/standard_v1.mp4,pending,0,pending
HB_HINGE_ROW,Handle Band Hinge to Row,handle_band,combo,2,Handle Band Hinge to Row,Small Hinge to Row,"Hinge, hold your position, then pull to the ribs.",Use a smaller hinge and lighter pull.,Stand on the centre of the tube with arms long before hinging.,small,Show side three-quarter angle. Keep trunk steady during the row.,easier,motion/source/hb_hinge_row_easier.fbx,motion/processed/hb_hinge_row_easier_driving.mp4,presenter/presenter.png,media/handle_band/hb_hinge_row/easier_v1.mp4,pending,0,pending
HB_REVERSE_FLY,Handle Band Reverse Fly,handle_band,pull,2,Handle Band Reverse Fly,Small Reverse Fly,Hinge slightly and open the arms without shrugging.,Use a shorter range and lighter tension.,"Stand on the centre of the tube, cross the handles if needed for useful tension, and hinge slightly.",small,Show front three-quarter angle. Arms open only to a comfortable range.,standard,motion/source/hb_reverse_fly_standard.fbx,motion/processed/hb_reverse_fly_standard_driving.mp4,presenter/presenter.png,media/handle_band/hb_reverse_fly/standard_v1.mp4,pending,0,pending
HB_REVERSE_FLY,Handle Band Reverse Fly,handle_band,pull,2,Handle Band Reverse Fly,Small Reverse Fly,Hinge slightly and open the arms without shrugging.,Use a shorter range and lighter tension.,"Stand on the centre of the tube, cross the handles if needed for useful tension, and hinge slightly.",small,Show front three-quarter angle. Arms open only to a comfortable range.,easier,motion/source/hb_reverse_fly_easier.fbx,motion/processed/hb_reverse_fly_easier_driving.mp4,presenter/presenter.png,media/handle_band/hb_reverse_fly/easier_v1.mp4,pending,0,pending
HB_ROW,Handle Band Row,handle_band,pull,1,Handle Band Row,More Upright Band Row,Hinge slightly and pull the handles toward your ribs.,Stand taller to reduce the resistance.,"Stand on the centre of the tube, soften knees and hinge slightly.",small,Show front three-quarter angle. Keep elbows close and shoulders relaxed.,standard,motion/source/hb_row_standard.fbx,motion/processed/hb_row_standard_driving.mp4,presenter/presenter.png,media/handle_band/hb_row/standard_v1.mp4,pending,0,pending
HB_ROW,Handle Band Row,handle_band,pull,1,Handle Band Row,More Upright Band Row,Hinge slightly and pull the handles toward your ribs.,Stand taller to reduce the resistance.,"Stand on the centre of the tube, soften knees and hinge slightly.",small,Show front three-quarter angle. Keep elbows close and shoulders relaxed.,easier,motion/source/hb_row_easier.fbx,motion/processed/hb_row_easier_driving.mp4,presenter/presenter.png,media/handle_band/hb_row/easier_v1.mp4,pending,0,pending
HB_SQUAT,Handle Band Squat,handle_band,squat,1,Handle Band Squat,Shallow Band Squat,"Sit back, keep knees tracking out, then stand tall.",Use a smaller range and move steadily.,Stand on the centre of the tube with one handle in each hand near the shoulders.,small,Show full-body front three-quarter angle. Keep handles close to shoulders.,standard,motion/source/hb_squat_standard.fbx,motion/processed/hb_squat_standard_driving.mp4,presenter/presenter.png,media/handle_band/hb_squat/standard_v1.mp4,pending,0,pending
HB_SQUAT,Handle Band Squat,handle_band,squat,1,Handle Band Squat,Shallow Band Squat,"Sit back, keep knees tracking out, then stand tall.",Use a smaller range and move steadily.,Stand on the centre of the tube with one handle in each hand near the shoulders.,small,Show full-body front three-quarter angle. Keep handles close to shoulders.,easier,motion/source/hb_squat_easier.fbx,motion/processed/hb_squat_easier_driving.mp4,presenter/presenter.png,media/handle_band/hb_squat/easier_v1.mp4,pending,0,pending
HB_SQUAT_CURL,Handle Band Squat to Curl,handle_band,combo,2,Handle Band Squat to Curl,Shallow Squat to Curl,"Squat first. Stand tall, then curl.",Use a shallow squat and smooth curl.,Stand on the centre of the tube with handles at the sides.,small,Show full-body front three-quarter angle. Keep the two actions distinct.,standard,motion/source/hb_squat_curl_standard.fbx,motion/processed/hb_squat_curl_standard_driving.mp4,presenter/presenter.png,media/handle_band/hb_squat_curl/standard_v1.mp4,pending,0,pending
HB_SQUAT_CURL,Handle Band Squat to Curl,handle_band,combo,2,Handle Band Squat to Curl,Shallow Squat to Curl,"Squat first. Stand tall, then curl.",Use a shallow squat and smooth curl.,Stand on the centre of the tube with handles at the sides.,small,Show full-body front three-quarter angle. Keep the two actions distinct.,easier,motion/source/hb_squat_curl_easier.fbx,motion/processed/hb_squat_curl_easier_driving.mp4,presenter/presenter.png,media/handle_band/hb_squat_curl/easier_v1.mp4,pending,0,pending
